,Driver,Name,URL,Year,Race_Result,DNG_Reason
0,Colin McRae,Rally of Turkey,/entryinfo/13-rally-of-turkey-2006/811/,2006,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>"
15,Colin McRae,Telstra Rally Australia,/entryinfo/48-telstra-rally-australia-2005/1416/,2005,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Over time limit                            </div>"
38,Colin McRae,Wales Rally GB,/entryinfo/44-wales-rally-gb-2005/2545/,2005,7,Null
53,Colin McRae,Wales Rally GB,/entryinfo/78-wales-rally-gb-2003/4055/,2003,4,Null
71,Colin McRae,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/77-rally-catalunya-costa-brava-rally-de-espana-2003/4008/,2003,9,Null
93,Colin McRae,Tour de Corse - Rallye de France,/entryinfo/76-tour-de-corse-rallye-de-france-2003/3945/,2003,5,Null
109,Colin McRae,Rallye Sanremo - Rallye d'Italia,/entryinfo/75-rallye-sanremo-rallye-ditalia-2003/3891/,2003,6,Null
123,Colin McRae,Telstra Rally Australia,/entryinfo/74-telstra-rally-australia-2003/4284/,2003,4,Null
147,Colin McRae,Neste Rally Finland,/entryinfo/73-neste-rally-finland-2003/4214/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
162,Colin McRae,ADAC Rallye Deutschland,/entryinfo/72-adac-rallye-deutschland-2003/4135/,2003,4,Null
184,Colin McRae,Cyprus Rally,/entryinfo/71-cyprus-rally-2003/3838/,2003,4,Null
202,Colin McRae,Golden Acropolis Rally,/entryinfo/70-golden-acropolis-rally-2003/4425/,2003,8,Null
223,Colin McRae,YPF Rally Argentina,/entryinfo/69-ypf-rally-argentina-2003/4346/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Fire                            </div>"
231,Colin McRae,Propecia Rally New Zealand,/entryinfo/68-propecia-rally-new-zealand-2003/4507/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident damage                            </div>"
237,Colin McRae,Rally of Turkey,/entryinfo/67-rally-of-turkey-2003/3767/,2003,4,Null
255,Colin McRae,Uddeholm Swedish Rally,/entryinfo/66-uddeholm-swedish-rally-2003/3573/,2003,5,Null
271,Colin McRae,Rallye Automobile Monte-Carlo,/entryinfo/65-rallye-automobile-monte-carlo-2003/3467/,2003,2,Null
284,Colin McRae,Network Q Rally of Great Britain,/entryinfo/93-network-q-rally-of-great-britain-2002/4774/,2002,5,Null
300,Colin McRae,Telstra Rally Australia,/entryinfo/92-telstra-rally-australia-2002/4991/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Radiator                            </div>"
314,Colin McRae,Propecia Rally New Zealand,/entryinfo/91-propecia-rally-new-zealand-2002/5062/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
317,Colin McRae,Rallye Sanremo - Rallye d'Italia,/entryinfo/89-rallye-sanremo-rallye-ditalia-2002/5600/,2002,8,Null
335,Colin McRae,ADAC Rallye Deutschland,/entryinfo/88-adac-rallye-deutschland-2002/5514/,2002,4,Null
357,Colin McRae,Neste Rally Finland,/entryinfo/87-neste-rally-finland-2002/5431/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Fire                            </div>"
377,Colin McRae,Inmarsat Safari Rally,/entryinfo/86-inmarsat-safari-rally-2002/5296/,2002,1,Null
388,Colin McRae,Acropolis Rally,/entryinfo/85-acropolis-rally-2002/5207/,2002,1,Null
403,Colin McRae,Rally Argentina,/entryinfo/84-rally-argentina-2002/5139/,2002,3,Null
424,Colin McRae,Cyprus Rally,/entryinfo/83-cyprus-rally-2002/5079/,2002,6,Null
443,Colin McRae,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/82-rally-catalunya-costa-brava-rally-de-espana-2002/4904/,2002,6,Null
458,Colin McRae,Tour de Corse - Rallye de France,/entryinfo/81-tour-de-corse-rallye-de-france-2002/4843/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
472,Colin McRae,Uddeholm Swedish Rally,/entryinfo/80-uddeholm-swedish-rally-2002/4660/,2002,6,Null
487,Colin McRae,Rallye Automobile Monte-Carlo,/entryinfo/79-rallye-automobile-monte-carlo-2002/4606/,2002,4,Null
501,Colin McRae,Network Q Rally of Great Britain,/entryinfo/107-network-q-rally-of-great-britain-2001/6857/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
504,Colin McRae,Telstra Rally Australia,/entryinfo/106-telstra-rally-australia-2001/6784/,2001,5,Null
524,Colin McRae,Tour de Corse - Rallye de France,/entryinfo/105-tour-de-corse-rallye-de-france-2001/6622/,2001,1,Null
539,Colin McRae,Rallye Sanremo - Rallye d'Italia,/entryinfo/104-rallye-sanremo-rallye-ditalia-2001/6548/,2001,8,Null
559,Colin McRae,Propecia Rally New Zealand,/entryinfo/103-propecia-rally-new-zealand-2001/6481/,2001,2,Null
583,Colin McRae,Neste Rally Finland,/entryinfo/102-neste-rally-finland-2001/6322/,2001,3,Null
604,Colin McRae,Safari Rally Kenya,/entryinfo/101-safari-rally-kenya-2001/6280/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Clutch                            </div>"
606,Colin McRae,Acropolis Rally,/entryinfo/100-acropolis-rally-2001/6169/,2001,1,Null
625,Colin McRae,Cyprus Rally,/entryinfo/99-cyprus-rally-2001/6093/,2001,1,Null
647,Colin McRae,Rally Argentina,/entryinfo/98-rally-argentina-2001/6021/,2001,1,Null
668,Colin McRae,Rallye Catalunya - Costa Brava - Rallye de España,/entryinfo/97-rallye-catalunya-costa-brava-rallye-de-espana-2001/5943/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Fuel pump                            </div>"
673,Colin McRae,TAP Rallye de Portugal,/entryinfo/96-tap-rallye-de-portugal-2001/5847/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>"
678,Colin McRae,International Swedish Rally,/entryinfo/95-international-swedish-rally-2001/5772/,2001,9,Null
695,Colin McRae,Rallye Automobile Monte-Carlo,/entryinfo/94-rallye-automobile-monte-carlo-2001/5716/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>"
706,Colin McRae,Network Q Rally of Great Britain,/entryinfo/121-network-q-rally-of-great-britain-2000/8545/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
717,Colin McRae,Telstra Rally Australia,/entryinfo/120-telstra-rally-australia-2000/7376/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
723,Colin McRae,Rallye Sanremo - Rallye d'Italia,/entryinfo/119-rallye-sanremo-rallye-ditalia-2000/7257/,2000,6,Null
739,Colin McRae,V-Rally Tour de Corse - Rallye de France,/entryinfo/118-v-rally-tour-de-corse-rallye-de-france-2000/8527/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
747,Colin McRae,Cyprus Rally,/entryinfo/117-cyprus-rally-2000/7463/,2000,2,Null
770,Colin McRae,Neste Rally Finland,/entryinfo/116-neste-rally-finland-2000/7516/,2000,2,Null
793,Colin McRae,Propecia Rally New Zealand,/entryinfo/115-propecia-rally-new-zealand-2000/8010/,2000,2,Null
817,Colin McRae,Acropolis Rally,/entryinfo/114-acropolis-rally-2000/8252/,2000,1,Null
836,Colin McRae,Rally Argentina,/entryinfo/113-rally-argentina-2000/8224/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
851,Colin McRae,Rallye Catalunya - Costa Brava - Rallye de España,/entryinfo/112-rallye-catalunya-costa-brava-rallye-de-espana-2000/7849/,2000,1,Null
866,Colin McRae,TAP Rallye de Portugal,/entryinfo/111-tap-rallye-de-portugal-2000/7206/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
874,Colin McRae,Sameer Safari Rally Kenya,/entryinfo/110-sameer-safari-rally-kenya-2000/7151/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
881,Colin McRae,International Swedish Rally,/entryinfo/109-international-swedish-rally-2000/7033/,2000,3,Null
900,Colin McRae,Rallye Automobile Monte-Carlo,/entryinfo/108-rallye-automobile-monte-carlo-2000/6975/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
0,Elfyn Evans,Rally Sweden,/entryinfo/79247-rally-sweden-2023/3608292/,2023,5,Null
18,Elfyn Evans,Rallye Automobile Monte-Carlo,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3560668/,2023,4,Null
36,Elfyn Evans,FORUM8 Rally Japan,/entryinfo/73369-forum8-rally-japan-2022/3507855/,2022,5,Null
52,Elfyn Evans,RallyRACC Catalunya - Costa Daurada,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3483881/,2022,6,Null
71,Elfyn Evans,Repco Rally New Zealand,/entryinfo/73367-repco-rally-new-zealand-2022/3475629/,2022,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Rollcage damaged                            </div>"
81,Elfyn Evans,EKO Acropolis Rally Greece,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424294/,2022,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Turbo                            </div>"
94,Elfyn Evans,Ardeca Ypres Rally Belgium,/entryinfo/73805-ardeca-ypres-rally-belgium-2022/3426727/,2022,2,Null
114,Elfyn Evans,Secto Rally Finland,/entryinfo/73364-secto-rally-finland-2022/3412840/,2022,4,Null
135,Elfyn Evans,Rally Estonia,/entryinfo/73363-rally-estonia-2022/3399651/,2022,2,Null
159,Elfyn Evans,Safari Rally Kenya,/entryinfo/73362-safari-rally-kenya-2022/3373955/,2022,2,Null
178,Elfyn Evans,Rally Italia Sardegna,/entryinfo/73361-rally-italia-sardegna-2022/3351745/,2022,4,Null
197,Elfyn Evans,Vodafone Rally de Portugal,/entryinfo/73360-vodafone-rally-de-portugal-2022/3344642/,2022,2,Null
218,Elfyn Evans,Croatia Rally,/entryinfo/73359-croatia-rally-2022/3284638/,2022,5,Null
237,Elfyn Evans,Rally Sweden,/entryinfo/72282-rally-sweden-2022/3257126/,2022,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident damage                            </div>"
251,Elfyn Evans,Rallye Automobile Monte-Carlo,/entryinfo/72281-rallye-automobile-monte-carlo-2022/3152126/,2022,2,Null
268,Elfyn Evans,FORUM8 ACI Rally Monza,/entryinfo/72918-forum8-aci-rally-monza-2021/3157525/,2021,2,Null
284,Elfyn Evans,RallyRACC Catalunya - Costa Daurada,/entryinfo/68118-rallyracc-catalunya-costa-daurada-2021/3126184/,2021,2,Null
301,Elfyn Evans,Secto Rally Finland,/entryinfo/68115-secto-rally-finland-2021/3118315/,2021,1,Null
320,Elfyn Evans,EKO Acropolis Rally of Gods,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096438/,2021,6,Null
335,Elfyn Evans,Renties Ypres Rally Belgium,/entryinfo/69179-renties-ypres-rally-belgium-2021/3082269/,2021,4,Null
354,Elfyn Evans,Rally Estonia,/entryinfo/68114-rally-estonia-2021/3057990/,2021,5,Null
378,Elfyn Evans,Safari Rally Kenya,/entryinfo/68113-safari-rally-kenya-2021/3033535/,2021,1,Null
396,Elfyn Evans,Rally Italia Sardegna,/entryinfo/68112-rally-italia-sardegna-2021/3016207/,2021,2,Null
416,Elfyn Evans,Vodafone Rally de Portugal,/entryinfo/68111-vodafone-rally-de-portugal-2021/3005270/,2021,1,Null
436,Elfyn Evans,Croatia Rally,/entryinfo/67214-croatia-rally-2021/2945121/,2021,2,Null
456,Elfyn Evans,Arctic Rally Finland Powered by CapitalBox,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918695/,2021,5,Null
466,Elfyn Evans,Rallye Automobile Monte-Carlo,/entryinfo/41079-rallye-automobile-monte-carlo-2021/2872592/,2021,2,Null
480,Elfyn Evans,ACI Rally Monza,/entryinfo/66881-aci-rally-monza-2020/2841157/,2020,2,Null
494,Elfyn Evans,Rally Italia Sardegna,/entryinfo/60433-rally-italia-sardegna-2020/2789324/,2020,4,Null
510,Elfyn Evans,Rally Turkey Marmaris,/entryinfo/60436-rally-turkey-marmaris-2020/2777496/,2020,1,Null
522,Elfyn Evans,Rally Estonia,/entryinfo/61497-rally-estonia-2020/2751397/,2020,4,Null
539,Elfyn Evans,Rally Guanajuato México,/entryinfo/60429-rally-guanajuato-mexico-2020/2519738/,2020,4,Null
559,Elfyn Evans,Rally Sweden,/entryinfo/60140-rally-sweden-2020/2496932/,2020,1,Null
568,Elfyn Evans,Rallye Automobile Monte-Carlo,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2465687/,2020,3,Null
584,Elfyn Evans,RallyRACC Catalunya - Costa Daurada,/entryinfo/54472-rallyracc-catalunya-costa-daurada-2019/2392106/,2019,6,Null
601,Elfyn Evans,Wales Rally GB,/entryinfo/54471-wales-rally-gb-2019/2387729/,2019,5,Null
622,Elfyn Evans,Rally Italia Sardegna,/entryinfo/54467-rally-italia-sardegna-2019/2284033/,2019,4,Null
641,Elfyn Evans,Vodafone Rally de Portugal,/entryinfo/54466-vodafone-rally-de-portugal-2019/2239689/,2019,5,Null
659,Elfyn Evans,Copec Rally Chile,/entryinfo/54463-copec-rally-chile-2019/2208912/,2019,4,Null
675,Elfyn Evans,XION Rally Argentina,/entryinfo/54465-xion-rally-argentina-2019/2197571/,2019,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
683,Elfyn Evans,CORSICA Linea Tour de Corse,/entryinfo/54464-corsica-linea-tour-de-corse-2019/2121708/,2019,3,Null
697,Elfyn Evans,Rally Guanajuato Mexico,/entryinfo/54450-rally-guanajuato-mexico-2019/2120201/,2019,3,Null
718,Elfyn Evans,Rally Sweden,/entryinfo/53052-rally-sweden-2019/2100916/,2019,5,Null
737,Elfyn Evans,Rallye Automobile Monte-Carlo,/entryinfo/52398-rallye-automobile-monte-carlo-2019/2048664/,2019,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
745,Elfyn Evans,Kennards Hire Rally Australia,/entryinfo/44266-kennards-hire-rally-australia-2018/1996669/,2018,6,Null
769,Elfyn Evans,RallyRACC Catalunya - Costa Daurada,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975183/,2018,3,Null
786,Elfyn Evans,Dayinsure Wales Rally GB,/entryinfo/43469-dayinsure-wales-rally-gb-2018/1970349/,2018,2,Null
809,Elfyn Evans,Rally Turkey Marmaris,/entryinfo/44264-rally-turkey-marmaris-2018/1947828/,2018,1,Null
826,Elfyn Evans,ADAC Rallye Deutschland,/entryinfo/44263-adac-rallye-deutschland-2018/1926549/,2018,2,Null
844,Elfyn Evans,Neste Rally Finland,/entryinfo/44262-neste-rally-finland-2018/1880500/,2018,7,Null
867,Elfyn Evans,Rally Italia Sardegna,/entryinfo/44261-rally-italia-sardegna-2018/1825038/,2018,1,Null
887,Elfyn Evans,Vodafone Rally de Portugal,/entryinfo/44260-vodafone-rally-de-portugal-2018/1776606/,2018,2,Null
907,Elfyn Evans,YPF Rally Argentina,/entryinfo/44259-ypf-rally-argentina-2018/1754926/,2018,6,Null
925,Elfyn Evans,CORSICA Linea Tour de Corse,/entryinfo/44258-corsica-linea-tour-de-corse-2018/1736152/,2018,5,Null
937,Elfyn Evans,Rally Guanajuato Mexico,/entryinfo/44257-rally-guanajuato-mexico-2018/1711945/,2018,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Medical reasons                            </div>"
942,Elfyn Evans,Rally Sweden,/entryinfo/42875-rally-sweden-2018/1700199/,2018,1,Null
961,Elfyn Evans,Rallye Automobile Monte-Carlo,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642074/,2018,6,Null
978,Elfyn Evans,Kennards Hire Rally Australia,/entryinfo/36023-kennards-hire-rally-australia-2017/1613920/,2017,5,Null
997,Elfyn Evans,Dayinsure Wales Rally GB,/entryinfo/36022-dayinsure-wales-rally-gb-2017/1605873/,2017,1,Null
1018,Elfyn Evans,RallyRACC Catalunya - Costa Daurada,/entryinfo/36021-rallyracc-catalunya-costa-daurada-2017/1559518/,2017,7,Null
1037,Elfyn Evans,ADAC Rallye Deutschland,/entryinfo/36020-adac-rallye-deutschland-2017/1508214/,2017,6,Null
1058,Elfyn Evans,Neste Rally Finland,/entryinfo/36019-neste-rally-finland-2017/1505764/,2017,2,Null
1083,Elfyn Evans,ORLEN Rally Poland,/entryinfo/36431-orlen-rally-poland-2017/1489945/,2017,8,Null
1105,Elfyn Evans,Rally Italia Sardegna,/entryinfo/36018-rally-italia-sardegna-2017/1467515/,2017,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Retired                            </div>"
1123,Elfyn Evans,Vodafone Rally de Portugal,/entryinfo/36017-vodafone-rally-de-portugal-2017/1439520/,2017,6,Null
1142,Elfyn Evans,YPF Rally Argentina,/entryinfo/36016-ypf-rally-argentina-2017/1434100/,2017,2,Null
1160,Elfyn Evans,Che Guevara Energy Drink Tour de Corse,/entryinfo/36015-che-guevara-energy-drink-tour-de-corse-2017/1414338/,2017,2,Null
1170,Elfyn Evans,Rally Guanajuato Mexico,/entryinfo/36014-rally-guanajuato-mexico-2017/1384307/,2017,9,Null
1188,Elfyn Evans,Rally Sweden,/entryinfo/35751-rally-sweden-2017/1372199/,2017,6,Null
1205,Elfyn Evans,Rallye Automobile Monte-Carlo,/entryinfo/35143-rallye-automobile-monte-carlo-2017/1342417/,2017,6,Null
1220,Elfyn Evans,Wales Rally GB,/entryinfo/19132-wales-rally-gb-2015/963821/,2015,6,Null
1239,Elfyn Evans,RallyRACC Catalunya - Costa Daurada,/entryinfo/19130-rallyracc-catalunya-costa-daurada-2015/959403/,2015,3,Null
1262,Elfyn Evans,Tour de Corse,/entryinfo/19499-tour-de-corse-2015/933920/,2015,2,Null
1269,Elfyn Evans,Coates Hire Rally Australia,/entryinfo/19128-coates-hire-rally-australia-2015/905677/,2015,9,Null
1286,Elfyn Evans,ADAC Rallye Deutschland,/entryinfo/19127-adac-rallye-deutschland-2015/894996/,2015,6,Null
1307,Elfyn Evans,Neste Oil Rally Finland,/entryinfo/19126-neste-oil-rally-finland-2015/866155/,2015,1,Null
1327,Elfyn Evans,Lotos Rally Poland - Rajd Polski,/entryinfo/19125-lotos-rally-poland-rajd-polski-2015/853400/,2015,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Withdrawn                            </div>"
1344,Elfyn Evans,Rally Italia Sardegna,/entryinfo/19124-rally-italia-sardegna-2015/833796/,2015,4,Null
1367,Elfyn Evans,Vodafone Rally de Portugal,/entryinfo/19123-vodafone-rally-de-portugal-2015/828709/,2015,6,Null
1382,Elfyn Evans,XION Rally Argentina,/entryinfo/19122-xion-rally-argentina-2015/798200/,2015,3,Null
1394,Elfyn Evans,Rally Guanajuato Mexico,/entryinfo/19121-rally-guanajuato-mexico-2015/767995/,2015,4,Null
1415,Elfyn Evans,Rally Sweden,/entryinfo/19120-rally-sweden-2015/743377/,2015,6,Null
1436,Elfyn Evans,Rallye Automobile Monte-Carlo,/entryinfo/18216-rallye-automobile-monte-carlo-2015/694543/,2015,7,Null
1450,Elfyn Evans,Wales Rally GB,/entryinfo/13903-wales-rally-gb-2014/669841/,2014,5,Null
1473,Elfyn Evans,RallyRACC Catalunya - Costa Daurada,/entryinfo/13902-rallyracc-catalunya-costa-daurada-2014/657904/,2014,1,Null
1490,Elfyn Evans,Rallye de France - Alsace,/entryinfo/13901-rallye-de-france-alsace-2014/639833/,2014,6,Null
1508,Elfyn Evans,Coates Hire Rally Australia,/entryinfo/13900-coates-hire-rally-australia-2014/619370/,2014,8,Null
1528,Elfyn Evans,ADAC Rallye Deutschland,/entryinfo/13899-adac-rallye-deutschland-2014/604375/,2014,4,Null
1545,Elfyn Evans,Neste Oil Rally Finland,/entryinfo/13898-neste-oil-rally-finland-2014/587334/,2014,7,Null
1571,Elfyn Evans,Lotos Rally Poland - Rajd Polski,/entryinfo/13897-lotos-rally-poland-rajd-polski-2014/575044/,2014,3,Null
1593,Elfyn Evans,Rally Italia Sardegna,/entryinfo/13896-rally-italia-sardegna-2014/562162/,2014,5,Null
1610,Elfyn Evans,XION Rally Argentina,/entryinfo/13895-xion-rally-argentina-2014/537040/,2014,7,Null
1624,Elfyn Evans,Vodafone Rally de Portugal,/entryinfo/13894-vodafone-rally-de-portugal-2014/513943/,2014,2,Null
1640,Elfyn Evans,Rally Guanajuato Mexico,/entryinfo/13893-rally-guanajuato-mexico-2014/505645/,2014,4,Null
1662,Elfyn Evans,Rally Sweden,/entryinfo/13892-rally-sweden-2014/472550/,2014,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
1684,Elfyn Evans,Rallye Automobile Monte-Carlo,/entryinfo/13442-rallye-automobile-monte-carlo-2014/469044/,2014,6,Null
1698,Elfyn Evans,Rally Italia Sardegna,/entryinfo/6537-rally-italia-sardegna-2013/343885/,2013,6,Null
1714,Elfyn Evans,Wales Rally GB,/entryinfo/2373-wales-rally-gb-2011/132864/,2011,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>"
1732,Elfyn Evans,Rallye de France - Alsace,/entryinfo/2371-rallye-de-france-alsace-2011/128244/,2011,1,Null
1755,Elfyn Evans,Neste Oil Rally Finland,/entryinfo/2368-neste-oil-rally-finland-2011/119270/,2011,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>"
0,Mikko Hirvonen,Wales Rally GB,/entryinfo/13903-wales-rally-gb-2014/669840/,2014,2,Null
23,Mikko Hirvonen,RallyRACC Catalunya - Costa Daurada,/entryinfo/13902-rallyracc-catalunya-costa-daurada-2014/657898/,2014,3,Null
40,Mikko Hirvonen,Rallye de France - Alsace,/entryinfo/13901-rallye-de-france-alsace-2014/639832/,2014,5,Null
58,Mikko Hirvonen,Coates Hire Rally Australia,/entryinfo/13900-coates-hire-rally-australia-2014/619369/,2014,5,Null
78,Mikko Hirvonen,ADAC Rallye Deutschland,/entryinfo/13899-adac-rallye-deutschland-2014/604374/,2014,5,Null
95,Mikko Hirvonen,Neste Oil Rally Finland,/entryinfo/13898-neste-oil-rally-finland-2014/587335/,2014,5,Null
121,Mikko Hirvonen,Lotos Rally Poland - Rajd Polski,/entryinfo/13897-lotos-rally-poland-rajd-polski-2014/575042/,2014,4,Null
143,Mikko Hirvonen,Rally Italia Sardegna,/entryinfo/13896-rally-italia-sardegna-2014/562161/,2014,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Fire                            </div>"
146,Mikko Hirvonen,XION Rally Argentina,/entryinfo/13895-xion-rally-argentina-2014/537037/,2014,9,Null
160,Mikko Hirvonen,Vodafone Rally de Portugal,/entryinfo/13894-vodafone-rally-de-portugal-2014/513941/,2014,2,Null
176,Mikko Hirvonen,Rally Guanajuato Mexico,/entryinfo/13893-rally-guanajuato-mexico-2014/505641/,2014,8,Null
198,Mikko Hirvonen,Rally Sweden,/entryinfo/13892-rally-sweden-2014/472525/,2014,4,Null
221,Mikko Hirvonen,Rallye Automobile Monte-Carlo,/entryinfo/13442-rallye-automobile-monte-carlo-2014/469043/,2014,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Alternator                            </div>"
234,Mikko Hirvonen,Wales Rally GB,/entryinfo/6543-wales-rally-gb-2013/434389/,2013,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
239,Mikko Hirvonen,RallyRACC Catalunya - Costa Daurada,/entryinfo/6542-rallyracc-catalunya-costa-daurada-2013/416129/,2013,3,Null
254,Mikko Hirvonen,Rallye de France - Alsace,/entryinfo/6541-rallye-de-france-alsace-2013/397900/,2013,6,Null
274,Mikko Hirvonen,Coates Hire Rally Australia,/entryinfo/6540-coates-hire-rally-australia-2013/379477/,2013,3,Null
296,Mikko Hirvonen,ADAC Rallye Deutschland,/entryinfo/6539-adac-rallye-deutschland-2013/369412/,2013,3,Null
311,Mikko Hirvonen,Neste Oil Rally Finland,/entryinfo/6538-neste-oil-rally-finland-2013/354630/,2013,4,Null
334,Mikko Hirvonen,Rally Italia Sardegna,/entryinfo/6537-rally-italia-sardegna-2013/336386/,2013,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
343,Mikko Hirvonen,Acropolis Rally,/entryinfo/6536-acropolis-rally-2013/320267/,2013,8,Null
357,Mikko Hirvonen,Philips LED Rally Argentina,/entryinfo/6535-philips-led-rally-argentina-2013/295715/,2013,6,Null
371,Mikko Hirvonen,Vodafone Rally de Portugal,/entryinfo/6534-vodafone-rally-de-portugal-2013/283417/,2013,2,Null
386,Mikko Hirvonen,Rally Guanajuato Mexico,/entryinfo/6533-rally-guanajuato-mexico-2013/265227/,2013,2,Null
409,Mikko Hirvonen,Rally Sweden,/entryinfo/6532-rally-sweden-2013/244680/,2013,1,Null
431,Mikko Hirvonen,Rallye Automobile Monte-Carlo,/entryinfo/5887-rallye-automobile-monte-carlo-2013/234773/,2013,4,Null
447,Mikko Hirvonen,RallyRACC Catalunya - Costa Daurada,/entryinfo/3502-rallyracc-catalunya-costa-daurada-2012/194309/,2012,3,Null
465,Mikko Hirvonen,Rally Italia Sardegna,/entryinfo/3500-rally-italia-sardegna-2012/188857/,2012,1,Null
481,Mikko Hirvonen,Rallye de France - Alsace,/entryinfo/3499-rallye-de-france-alsace-2012/178366/,2012,3,Null
502,Mikko Hirvonen,Wales Rally GB,/entryinfo/3498-wales-rally-gb-2012/173620/,2012,5,Null
521,Mikko Hirvonen,ADAC Rallye Deutschland,/entryinfo/3497-adac-rallye-deutschland-2012/167079/,2012,3,Null
536,Mikko Hirvonen,Neste Oil Rally Finland,/entryinfo/3494-neste-oil-rally-finland-2012/161941/,2012,2,Null
554,Mikko Hirvonen,Brother Rally New Zealand,/entryinfo/3493-brother-rally-new-zealand-2012/152973/,2012,2,Null
576,Mikko Hirvonen,Acropolis Rally,/entryinfo/3492-acropolis-rally-2012/150505/,2012,2,Null
598,Mikko Hirvonen,Philips Rally Argentina,/entryinfo/3491-philips-rally-argentina-2012/147698/,2012,2,Null
617,Mikko Hirvonen,Vodafone Rally de Portugal,/entryinfo/3490-vodafone-rally-de-portugal-2012/145286/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Excluded                            </div>"
635,Mikko Hirvonen,Rally Guanajuato Mexico,/entryinfo/3489-rally-guanajuato-mexico-2012/143013/,2012,2,Null
657,Mikko Hirvonen,Rally Sweden,/entryinfo/3488-rally-sweden-2012/139838/,2012,2,Null
681,Mikko Hirvonen,Rallye Automobile Monte-Carlo,/entryinfo/3363-rallye-automobile-monte-carlo-2012/139282/,2012,4,Null
699,Mikko Hirvonen,Wales Rally GB,/entryinfo/2373-wales-rally-gb-2011/132811/,2011,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
706,Mikko Hirvonen,RallyRACC Catalunya - Costa Daurada,/entryinfo/2372-rallyracc-catalunya-costa-daurada-2011/130724/,2011,2,Null
724,Mikko Hirvonen,Rallye de France - Alsace,/entryinfo/2371-rallye-de-france-alsace-2011/128197/,2011,3,Null
747,Mikko Hirvonen,Repco Rally Australia,/entryinfo/2370-repco-rally-australia-2011/125378/,2011,1,Null
773,Mikko Hirvonen,ADAC Rallye Deutschland,/entryinfo/2369-adac-rallye-deutschland-2011/123100/,2011,4,Null
